2019-06-10 19:13:51.693426: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 2300000000 Hz
2019-06-10 19:13:51.693983: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x3041700 executing computations on platform Host. Devices:
2019-06-10 19:13:51.694038: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
2019-06-10 19:13:51.960828: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:998] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2019-06-10 19:13:51.961345: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x3041440 executing computations on platform CUDA. Devices:
2019-06-10 19:13:51.961376: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): Tesla T4, Compute Capability 7.5
2019-06-10 19:13:51.961761: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1433] Found device 0 with properties: 
name: Tesla T4 major: 7 minor: 5 memoryClockRate(GHz): 1.59
pciBusID: 0000:00:04.0
totalMemory: 14.73GiB freeMemory: 14.60GiB
2019-06-10 19:13:51.961791: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1512] Adding visible gpu devices: 0
2019-06-10 19:13:53.458565: I tensorflow/core/common_runtime/gpu/gpu_device.cc:984] Device interconnect StreamExecutor with strength 1 edge matrix:
2019-06-10 19:13:53.458656: I tensorflow/core/common_runtime/gpu/gpu_device.cc:990]      0 
2019-06-10 19:13:53.458675: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1003] 0:   N 
2019-06-10 19:13:53.459007: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 14115 MB memory) -> physical GPU (device: 0, name: Tesla T4, pci bus id: 0000:00:04.0, compute capability: 7.5)
WARNING:tensorflow:From /usr/local/lib/python3.6/dist-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:tensorflow:From /content/gpt-2/src/sample.py:65: to_float (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /content/gpt-2/src/sample.py:70: multinomial (from tensorflow.python.ops.random_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.random.categorical instead.
WARNING:tensorflow:From /usr/local/lib/python3.6/dist-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /usr/local/lib/python3.6/dist-packages/tensorflow/python/ops/math_grad.py:102: div (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Deprecated in favor of operator or tf.math.divide.
Loading checkpoint models/345M/model.ckpt
WARNING:tensorflow:From /usr/local/lib/python3.6/dist-packages/tensorflow/python/training/saver.py:1266: checkpoint_exists (from tensorflow.python.training.checkpoint_management) is deprecated and will be removed in a future version.
Instructions for updating:
Use standard file APIs to check for files with this prefix.
Loading dataset...
100% 1/1 [00:01<00:00,  1.97s/it]
dataset has 329618 tokens
Training...
2019-06-10 19:14:45.557152: I tensorflow/stream_executor/dso_loader.cc:152] successfully opened CUDA library libcublas.so.10.0 locally
[1 | 11.15] loss=2.65 avg=2.65
summer twilight
a boy playing
on the fence
<<endoftext|>

a snow man
in the rain
summer moon
<<endoftext|>

lots of stars . . .
the smell of the hay
<<endoftext|>

summer fog
a girl's voice
to my window
<<endoftext|>

the dog leaves
sparks
<<endoftext|>

night wind
the smell of dog food
<<endoftext|>

sunday night
she has the dog
back

[300 | 563.50] loss=2.09 avg=2.15
[301 | 565.11] loss=2.19 avg=2.15
[302 | 566.72] loss=2.23 avg=2.15
[303 | 568.34] loss=2.14 avg=2.15
[304 | 569.96] loss=2.03 avg=2.15
[305 | 571.58] loss=2.09 avg=2.15
[306 | 573.19] loss=2.24 avg=2.15
[307 | 574.80] loss=1.98 avg=2.15
[308 | 576.41] loss=1.99 avg=2.15
[309 | 578.03] loss=2.08 avg=2.15
[310 | 579.64] loss=2.07 avg=2.15
[311 | 581.25] loss=2.22 avg=2.15
[312 | 582.86] loss=2.10 avg=2.15
[313 | 584.47] loss=2.35 avg=2.15
[314 | 586.09] loss=2.02 avg=2.15
[315 | 587.70] loss=2.26 avg=2.15
[316 | 589.32] loss=2.08 avg=2.15
[317 | 590.93] loss=2.29 avg=2.15
[318 | 592.55] loss=2.10 avg=2.15
[319 | 594.17] loss=1.94 avg=2.15
[320 | 595.79] loss=2.08 avg=2.15
[321 | 597.42] loss=1.98 avg=2.14
[322 | 599.04] loss=1.88 avg=2.14
[323 | 600.67] loss=1.95 avg=2.14
[324 | 602.29] loss=2.40 avg=2.14
[325 | 603.92] loss=1.78 avg=2.14
[326 | 605.54] loss=2.62 avg=2.14
[327 | 607.17] loss=1.98 avg=2.14
[328 | 608.79] loss=1.96 avg=2.14
[329 | 610.42] loss=2.33 avg=2.14
[330 | 612.05] loss=2.27 avg=2.14
[331 | 613.68] loss=2.04 avg=2.14
[332 | 615.31] loss=2.09 avg=2.14
[333 | 616.94] loss=2.16 avg=2.14
[334 | 618.57] loss=2.31 avg=2.14
[335 | 620.20] loss=2.03 avg=2.14
[336 | 621.83] loss=1.93 avg=2.14
[337 | 623.46] loss=2.00 avg=2.14
[338 | 625.09] loss=2.38 avg=2.14
[339 | 626.72] loss=1.96 avg=2.14
[340 | 628.35] loss=2.02 avg=2.14
[341 | 629.98] loss=2.17 avg=2.14
[342 | 631.60] loss=2.11 avg=2.14
[343 | 633.23] loss=1.77 avg=2.13
[344 | 634.86] loss=1.96 avg=2.13
[345 | 636.49] loss=2.08 avg=2.13
[346 | 638.12] loss=2.16 avg=2.13
[347 | 639.74] loss=2.12 avg=2.13
[348 | 641.37] loss=2.32 avg=2.13
[349 | 643.00] loss=2.01 avg=2.13
[350 | 644.62] loss=2.31 avg=2.13
[351 | 646.25] loss=2.02 avg=2.13
[352 | 647.88] loss=2.00 avg=2.13
[353 | 649.50] loss=2.16 avg=2.13
[354 | 651.13] loss=2.13 avg=2.13
[355 | 652.75] loss=2.08 avg=2.13
[356 | 654.37] loss=2.00 avg=2.13
[357 | 656.00] loss=2.16 avg=2.13
[358 | 657.62] loss=2.02 avg=2.13
[359 | 659.24] loss=2.27 avg=2.13
[360 | 660.86] loss=2.04 avg=2.13
[361 | 662.48] loss=1.89 avg=2.13
[362 | 664.10] loss=2.46 avg=2.13
[363 | 665.72] loss=2.19 avg=2.13
[364 | 667.34] loss=2.04 avg=2.13
[365 | 668.96] loss=1.92 avg=2.13
[366 | 670.58] loss=1.75 avg=2.12
[367 | 672.20] loss=2.15 avg=2.12
[368 | 673.82] loss=1.95 avg=2.12
[369 | 675.44] loss=1.99 avg=2.12
[370 | 677.06] loss=1.95 avg=2.12
[371 | 678.67] loss=2.27 avg=2.12
[372 | 680.29] loss=1.91 avg=2.12
[373 | 681.92] loss=1.98 avg=2.12
[374 | 683.54] loss=2.08 avg=2.12
[375 | 685.16] loss=2.12 avg=2.12
[376 | 686.78] loss=2.10 avg=2.12
[377 | 688.39] loss=1.95 avg=2.12
[378 | 690.01] loss=1.86 avg=2.11
[379 | 691.62] loss=1.83 avg=2.11
[380 | 693.24] loss=2.09 avg=2.11
[381 | 694.86] loss=2.07 avg=2.11
[382 | 696.48] loss=2.18 avg=2.11
[383 | 698.10] loss=1.98 avg=2.11
[384 | 699.71] loss=2.23 avg=2.11
[385 | 701.33] loss=1.89 avg=2.11
[386 | 702.95] loss=1.80 avg=2.10
[387 | 704.57] loss=1.89 avg=2.10
[388 | 706.19] loss=2.11 avg=2.10
[389 | 707.81] loss=2.37 avg=2.11
[390 | 709.43] loss=1.94 avg=2.10
[391 | 711.05] loss=2.02 avg=2.10
[392 | 712.66] loss=1.87 avg=2.10
[393 | 714.28] loss=2.19 avg=2.10
[394 | 715.90] loss=2.25 avg=2.10
[395 | 717.52] loss=2.09 avg=2.10
[396 | 719.14] loss=2.02 avg=2.10
[397 | 720.76] loss=2.08 avg=2.10
[398 | 722.37] loss=2.07 avg=2.10
[399 | 723.99] loss=2.04 avg=2.10
Generating samples...
======== SAMPLE 1 ========
endend -
the river
has closed
{pause}

<|endoftext|>

solar eclipse
my mother
watches from the window
<|endoftext|>

her eyes glow
through the clouds
sunlight in
<|endoftext|>

sunrise
the child
still playing
<|endoftext|>

crows
they are not all
as tall now
<|endoftext|>

moonless night
the cat that's
almost the cat
<|endoftext|>

a casket
in the churchyard?
a little boy?s dreams.
<|endoftext|>

a shadow
the boy from kindergarten
a year old?
<|endoftext|>

dusk
i open the door?
i am not sleepy
<|endoftext|>

moonlight
towards the road
fishing nets
<|endoftext|>

on the windowsill
some trees
i never saw
<|endoftext|>

a crow
a small boy
crows again
<|endoftext|>

first light.
the cat that ate it
thinks i am crazy
<|endoftext|>

her mother's name
on the baby monitor?
an hour of rain
<|endoftext|>

a dog bark
she shows me her face
in the mirror
<|endoftext|>

my baby's
dawn rose
wondering why
<|endoftext|>

the door
still closed
after the rain
<|endoftext|>

after an eclipse
the empty house?
the smell
<|endoftext|>

after the rain
the baby's cry
in the mirror
<|endoftext|>

the boy's
eyes
at the window
<|endoftext|>

solitary
with the others
the dog
<|endoftext|>

a young girl's? eyes?
blink out of
her headband
<|endoftext|>

tent
a mouse takes the food?
trees grow in the rain
<|endoftext|>

late afternoon
she picks up the empty glasses?
his name and his hair
<|endoftext|>

foggy
trees
without leaves
<|endoftext|>

a mosquito
its shadow
touches them
<|endoftext|>

first love?
the shadow on the baby's
head
<|endoftext|>

the dog?s eyes
on the man?s feet
<|endoftext|>

first day?
the baby's
mouth
<|endoftext|>

still in shock
when the sun goes down
the old bird song
<|endoftext|>

the first moon
a spider's web
touches my hand
<|endoftext|>

my hand
in the spider's web
february sunshine
<|endoftext|>

first mover
the first leaf
i think
<|endoftext|>

the baby's
crouching place
in the rain
<|endoftext|>

one by one
my hands touch
the baby's
<|endoftext|>

in the garden
the little girl?s
the little boy's
<|endoftext|>

the little moon?
the baby on the countertop
and the boy waiting
<|endoftext|>

one day
the sky blue
dark blue
<|endoftext|>

his shadow
the river turns down
from mountain to mountain
<|endoftext|>

the sound
of a boat
the rain drops
<|endoftext|>

still the same
the boy with the bow
on the beach
<|endoftext|>

toward the river
she has a way
of telling my father
<|endoftext|>

no wind
the shadow of the river
on our sandals
<|endoftext|>

his back
the long shadow
of the river
<|endoftext|>

first light
the spider's web
with a tail
<|endoftext|>

lazy
the river
of flies
<|endoftext|>

crows
the cat
behind a screen door


[400 | 747.66] loss=2.18 avg=2.10
[401 | 749.28] loss=2.12 avg=2.10
[402 | 750.90] loss=2.14 avg=2.10
[403 | 752.52] loss=2.09 avg=2.10
[404 | 754.14] loss=2.12 avg=2.10
[405 | 755.77] loss=2.14 avg=2.10
[406 | 757.38] loss=2.11 avg=2.10
[407 | 759.00] loss=2.23 avg=2.10
[408 | 760.62] loss=2.12 avg=2.10
[409 | 762.24] loss=1.78 avg=2.10
[410 | 763.86] loss=1.98 avg=2.10
[411 | 765.48] loss=1.94 avg=2.10
[412 | 767.10] loss=1.85 avg=2.10
[413 | 768.72] loss=2.24 avg=2.10
[414 | 770.34] loss=2.00 avg=2.10
[415 | 771.97] loss=1.93 avg=2.09
[416 | 773.59] loss=2.16 avg=2.09
[417 | 775.21] loss=1.85 avg=2.09
[418 | 776.83] loss=2.19 avg=2.09
[419 | 778.44] loss=2.15 avg=2.09
[420 | 780.06] loss=2.07 avg=2.09
[421 | 781.69] loss=1.87 avg=2.09
[422 | 783.31] loss=2.22 avg=2.09
[423 | 784.93] loss=1.87 avg=2.09
[424 | 786.55] loss=2.05 avg=2.09
[425 | 788.17] loss=2.16 avg=2.09
[426 | 789.79] loss=1.82 avg=2.09
[427 | 791.41] loss=1.88 avg=2.09
[428 | 793.03] loss=1.75 avg=2.08
[429 | 794.65] loss=2.10 avg=2.08
[430 | 796.28] loss=1.92 avg=2.08
[431 | 797.90] loss=1.74 avg=2.08
[432 | 799.52] loss=2.12 avg=2.08
[433 | 801.13] loss=1.97 avg=2.08
[434 | 802.76] loss=2.08 avg=2.08
[435 | 804.38] loss=2.12 avg=2.08
[436 | 806.00] loss=1.99 avg=2.08
[437 | 807.62] loss=2.03 avg=2.08
[438 | 809.24] loss=1.88 avg=2.07
[439 | 810.86] loss=2.08 avg=2.07
[440 | 812.48] loss=1.95 avg=2.07
[441 | 814.10] loss=2.17 avg=2.07
[442 | 815.72] loss=2.17 avg=2.08
[443 | 817.34] loss=1.85 avg=2.07
[444 | 818.97] loss=2.23 avg=2.07
[445 | 820.59] loss=1.98 avg=2.07
[446 | 822.21] loss=1.79 avg=2.07
[447 | 823.83] loss=1.83 avg=2.07
[448 | 825.44] loss=1.90 avg=2.07
[449 | 827.07] loss=2.06 avg=2.07
[450 | 828.69] loss=2.32 avg=2.07
[451 | 830.31] loss=2.74 avg=2.08
[452 | 831.93] loss=2.02 avg=2.08
[453 | 833.56] loss=2.37 avg=2.08
[454 | 835.18] loss=1.93 avg=2.08
[455 | 836.80] loss=1.89 avg=2.07
[456 | 838.42] loss=1.88 avg=2.07
[457 | 840.04] loss=1.87 avg=2.07
[458 | 841.66] loss=2.11 avg=2.07
[459 | 843.28] loss=1.79 avg=2.07
[460 | 844.91] loss=1.78 avg=2.07
[461 | 846.53] loss=2.09 avg=2.07
[462 | 848.15] loss=2.30 avg=2.07
[463 | 849.77] loss=2.09 avg=2.07
[464 | 851.40] loss=2.16 avg=2.07
[465 | 853.02] loss=1.74 avg=2.07
[466 | 854.64] loss=1.94 avg=2.06
[467 | 856.26] loss=1.94 avg=2.06
[468 | 857.88] loss=2.04 avg=2.06
[469 | 859.51] loss=2.20 avg=2.06
[470 | 861.14] loss=1.90 avg=2.06
[471 | 862.76] loss=2.07 avg=2.06
[472 | 864.39] loss=1.92 avg=2.06
[473 | 866.01] loss=1.89 avg=2.06
[474 | 867.64] loss=1.80 avg=2.06
[475 | 869.26] loss=2.18 avg=2.06
[476 | 870.88] loss=2.14 avg=2.06
[477 | 872.51] loss=2.20 avg=2.06
[478 | 874.13] loss=2.43 avg=2.06
[479 | 875.75] loss=2.15 avg=2.07
[480 | 877.38] loss=2.59 avg=2.07
[481 | 879.00] loss=1.85 avg=2.07
[482 | 880.63] loss=1.88 avg=2.07
[483 | 882.25] loss=1.95 avg=2.06
[484 | 883.87] loss=1.89 avg=2.06
[485 | 885.50] loss=2.03 avg=2.06
[486 | 887.12] loss=2.46 avg=2.07
[487 | 888.74] loss=2.03 avg=2.07
[488 | 890.37] loss=2.23 avg=2.07
[489 | 891.99] loss=2.14 avg=2.07
[490 | 893.62] loss=2.21 avg=2.07
[491 | 895.24] loss=2.06 avg=2.07
[492 | 896.86] loss=2.08 avg=2.07
[493 | 898.48] loss=1.96 avg=2.07
[494 | 900.11] loss=1.89 avg=2.07
[495 | 901.73] loss=2.11 avg=2.07
[496 | 903.36] loss=2.09 avg=2.07
[497 | 904.98] loss=2.05 avg=2.07
[498 | 906.60] loss=2.06 avg=2.07
[499 | 908.23] loss=2.06 avg=2.07
Generating samples...
======== SAMPLE 1 ========
ime
he's wearing my shirt again
<|endoftext|>

fading sunlight
the white boughs
fade into the blue
<|endoftext|>

the first raindrop
still on the rose petal
summer heat
<|endoftext|>

summer wind
thickets of cottonwood
in the yard
<|endoftext|>

morning chill
the bowing of the gardener
to the radio
<|endoftext|>

gibbous moon
the water fowls
toss and turn
<|endoftext|>

new moon
the boughs
clasp into the shade
<|endoftext|>

monday morning
the door swings open
by itself
<|endoftext|>

monday snow
the boughs change shape
with the swing
<|endoftext|>

moonless night
a cicada buzzes its way
through the leaves
<|endoftext|>

labor day
the scent of a new sweater
on my fingers
<|endoftext|>

sultry evening
the cat stops moving
to greet me
<|endoftext|>

the last of the leaves
the cat returns
to his nest
<|endoftext|>

new year's day
in his footprints
the cat's name
<|endoftext|>

morning light
the blue tip of the owl's beak
swings out by itself
<|endoftext|>

federal holiday
the white boughs
fade into the blue
<|endoftext|>

warm morning
the smell of a new bedspread
and old blankets
<|endoftext|>

new year's day
the dog still stands
even on the pavement
<|endoftext|>

sunny morning
the empty cage
of a cat
<|endoftext|>

autumn leaves . . .
a small breeze
and a fly
<|endoftext|>

autumn dusk
her shadow in the leaves
that did come down
<|endoftext|>

first night of autumn
i close my eyes at dinner
and the silence
<|endoftext|>

autumn dusk
the wind sings at my back
a bit more softly
<|endoftext|>

slam dunk
a new season begins
of autumn
<|endoftext|>

autumn rain
an acorn
in the oak
<|endoftext|>

autumn dusk
the sun on top of the water
dusk
<|endoftext|>

after rain
the white boughs
continue to bend
<|endoftext|>

sunny morning
the dog's ears poke at
the coffee table
<|endoftext|>

autumn dusk
a stray cat
pokes around
<|endoftext|>

autumn dusk
when the moon
sets
<|endoftext|>

first day of school
a flock of geese
flying south
<|endoftext|>

autumn evening
i watch the rain
crackle the leaves
<|endoftext|>

migrating birds . . .
weighing up the pros
autumn dusk
<|endoftext|>

sunny morning
the sound of someone
waltzing
<|endoftext|>

early autumn
her fingers on my
white coat
<|endoftext|>

first frost
a dog starts to bark
in the moonlight
<|endoftext|>

autumn chill
a cicada sings
in the grass
<|endoftext|>

late fall
the dog in the cat house
and his cat
<|endoftext|>

hazy day
the cat returns its
sport
<|endoftext|>

autumn dusk
the sound of a spring sky
turning blue
<|endoftext|>

autumn chill
the sounds
of summer rain
<|endoftext|>

autumn heat
the dog's belly
shifted a little
<|endoftext|>

autumn haze
the rain drops
swish through the mist
<|endoftext|>

morning rain
we scrape together
the last few dollars
<|endoftext|>

autumn light . . .

[500 | 931.92] loss=1.96 avg=2.07
[501 | 933.54] loss=1.87 avg=2.06
[502 | 935.16] loss=2.26 avg=2.07
[503 | 936.78] loss=1.97 avg=2.07
[504 | 938.40] loss=2.07 avg=2.07
[505 | 940.01] loss=1.93 avg=2.06
[506 | 941.63] loss=1.91 avg=2.06
[507 | 943.24] loss=1.63 avg=2.06
[508 | 944.85] loss=1.86 avg=2.06
[509 | 946.47] loss=1.95 avg=2.06
[510 | 948.08] loss=2.21 avg=2.06
[511 | 949.69] loss=2.16 avg=2.06
[512 | 951.31] loss=1.79 avg=2.06
[513 | 952.92] loss=2.16 avg=2.06
[514 | 954.54] loss=2.12 avg=2.06
[515 | 956.16] loss=2.33 avg=2.06
[516 | 957.77] loss=1.84 avg=2.06
[517 | 959.39] loss=1.87 avg=2.06
[518 | 961.00] loss=1.84 avg=2.05
[519 | 962.62] loss=2.21 avg=2.06
[520 | 964.24] loss=2.02 avg=2.05
[521 | 965.87] loss=1.66 avg=2.05
[522 | 967.49] loss=1.99 avg=2.05
[523 | 969.11] loss=2.11 avg=2.05
[524 | 970.73] loss=2.34 avg=2.05
[525 | 972.35] loss=1.90 avg=2.05
[526 | 973.98] loss=1.69 avg=2.05
[527 | 975.61] loss=2.02 avg=2.05
[528 | 977.23] loss=2.27 avg=2.05
[529 | 978.85] loss=1.98 avg=2.05
[530 | 980.48] loss=2.12 avg=2.05
[531 | 982.11] loss=1.79 avg=2.05
[532 | 983.74] loss=2.06 avg=2.05
[533 | 985.37] loss=1.95 avg=2.05
[534 | 986.99] loss=2.31 avg=2.05
[535 | 988.62] loss=1.85 avg=2.05
[536 | 990.25] loss=2.69 avg=2.05
[537 | 991.87] loss=2.13 avg=2.05
[538 | 993.50] loss=1.99 avg=2.05
[539 | 995.13] loss=1.85 avg=2.05
[540 | 996.75] loss=2.51 avg=2.06
[541 | 998.39] loss=2.04 avg=2.06
[542 | 1000.02] loss=2.60 avg=2.06
[543 | 1001.65] loss=2.16 avg=2.06
[544 | 1003.28] loss=2.11 avg=2.06
[545 | 1004.90] loss=2.25 avg=2.07
[546 | 1006.53] loss=1.86 avg=2.06
[547 | 1008.16] loss=1.97 avg=2.06
[548 | 1009.78] loss=1.94 avg=2.06
[549 | 1011.41] loss=2.04 avg=2.06
[550 | 1013.03] loss=2.13 avg=2.06
[551 | 1014.66] loss=2.02 avg=2.06
[552 | 1016.29] loss=2.01 avg=2.06
[553 | 1017.91] loss=1.86 avg=2.06
[554 | 1019.54] loss=2.20 avg=2.06
[555 | 1021.16] loss=2.14 avg=2.06
[556 | 1022.78] loss=1.94 avg=2.06
[557 | 1024.41] loss=2.18 avg=2.06
[558 | 1026.03] loss=1.77 avg=2.06
[559 | 1027.66] loss=1.99 avg=2.06
[560 | 1029.28] loss=2.05 avg=2.06
[561 | 1030.90] loss=1.99 avg=2.06
[562 | 1032.53] loss=1.90 avg=2.05
[563 | 1034.15] loss=1.70 avg=2.05
[564 | 1035.76] loss=1.92 avg=2.05
[565 | 1037.39] loss=2.09 avg=2.05
[566 | 1039.01] loss=1.88 avg=2.05
[567 | 1040.63] loss=2.03 avg=2.05
[568 | 1042.25] loss=1.94 avg=2.05
[569 | 1043.88] loss=1.99 avg=2.05
[570 | 1045.50] loss=2.07 avg=2.05
[571 | 1047.12] loss=1.99 avg=2.05
[572 | 1048.74] loss=1.86 avg=2.04
[573 | 1050.37] loss=2.04 avg=2.04
[574 | 1051.99] loss=2.01 avg=2.04
[575 | 1053.61] loss=2.00 avg=2.04
[576 | 1055.23] loss=1.87 avg=2.04
[577 | 1056.86] loss=2.02 avg=2.04
[578 | 1058.48] loss=1.52 avg=2.04
[579 | 1060.10] loss=1.88 avg=2.04
[580 | 1061.72] loss=1.74 avg=2.03
[581 | 1063.35] loss=1.75 avg=2.03
[582 | 1064.97] loss=2.00 avg=2.03
[583 | 1066.59] loss=2.03 avg=2.03
[584 | 1068.21] loss=2.39 avg=2.03
[585 | 1069.83] loss=1.90 avg=2.03
[586 | 1071.45] loss=2.04 avg=2.03
[587 | 1073.07] loss=1.86 avg=2.03
[588 | 1074.69] loss=2.11 avg=2.03
[589 | 1076.31] loss=1.74 avg=2.03
[590 | 1077.93] loss=2.07 avg=2.03
[591 | 1079.54] loss=1.88 avg=2.03
[592 | 1081.17] loss=1.95 avg=2.03
[593 | 1082.78] loss=2.13 avg=2.03
[594 | 1084.40] loss=1.85 avg=2.02
[595 | 1086.01] loss=1.97 avg=2.02
[596 | 1087.64] loss=1.70 avg=2.02
[597 | 1089.25] loss=1.75 avg=2.02
[598 | 1090.87] loss=2.02 avg=2.02
[599 | 1092.49] loss=1.81 avg=2.02
Generating samples...
======== SAMPLE 1 ========
chop
in the mist
<|endoftext|>

wren
on a small branch
a song of singing wrens
<|endoftext|>

moonlight
on the jasmine leaves
mating vortices
<|endoftext|>

frost
in the windowpanes
starry night
<|endoftext|>

cloudless sky
the wren's song
of the wren
<|endoftext|>

spring
a crow flies by
in mid-flight
<|endoftext|>

spring morning
my daughter and her friend
hold the door
<|endoftext|>

dusk
an albatross flies by
in the blue-gray
<|endoftext|>

first flower
in the springtime
in the silence
<|endoftext|>

cicada
from my old cell ...
the smell of apples
<|endoftext|>

magnolia leaves
the wren again
mating at the end
<|endoftext|>

morning mist
the red fox
just as he says
<|endoftext|>

spring wind
the green leaf
grows
<|endoftext|>

summer night
the red fox
turns the corner
<|endoftext|>

sugar glider ...
a starlings chirp
in the distance
<|endoftext|>

the red fox
has passed me
my shadow
<|endoftext|>

cicada song
the sound of the wind
inside a book
<|endoftext|>

lazy day
reading the morning stars
by the fountain
<|endoftext|>

a loon ...
the rain stopped ...
my shadow
<|endoftext|>

afternoon heat
the wren again
mating at the end
<|endoftext|>

chrysanthemum
in the leaves
a rose petal
<|endoftext|>

first frost
an insect glides
with the wind
<|endoftext|>

the sky
evening moon
in a bowl of raspberries
<|endoftext|>

summer heat
the garden gate
locked
<|endoftext|>

dandelion
i find him still
after all these years
<|endoftext|>

summer wind
moths in the garden
and the cat too
<|endoftext|>

evening coolness
water sprouting
from the cicada
<|endoftext|>

a new season
a wren's song
through the leaves
<|endoftext|>

a crumb
on the old tree
a crumb
<|endoftext|>

migrating geese
the scent of her perfume
in the wind
<|endoftext|>

cicada song
the sound of the wind
inside a book
<|endoftext|>

sunrise
the white crickets
still
<|endoftext|>

winter darkness
the long shadow
of the old oak
<|endoftext|>

the shadow of the old tree
on the ground
a long night
<|endoftext|>

first frost
i keep looking
for her
<|endoftext|>

prairie sunset
a little way off
the edge of the mountain
<|endoftext|>

fall foliage
a little breeze
touches the wren
<|endoftext|>

a breeze
from the fire pit
the scent of sage
<|endoftext|>

winter sun
a white wren
slightly flutter
<|endoftext|>

winter morning
his long arm swings
on his shoulders
<|endoftext|>

snowbound
i move the snowman
from end to end
<|endoftext|>

snowmelt
the wren again
mating
<|endoftext|>

dawn . . .
on the edge of a hill
the empty window
<|endoftext|>

winter sun
one leaf falls
as we leave
<|endoftext|>

fishing
on the opposite side of the lake
fishing nets
<|endoftext|>

autumn equinox
the white flag

[600 | 1116.16] loss=2.16 avg=2.02
[601 | 1117.78] loss=1.83 avg=2.02
[602 | 1119.40] loss=1.96 avg=2.02
[603 | 1121.02] loss=1.81 avg=2.01
[604 | 1122.63] loss=1.87 avg=2.01
[605 | 1124.25] loss=1.98 avg=2.01
[606 | 1125.87] loss=1.82 avg=2.01
[607 | 1127.49] loss=2.10 avg=2.01
[608 | 1129.11] loss=2.19 avg=2.01
[609 | 1130.72] loss=2.17 avg=2.01
[610 | 1132.34] loss=2.09 avg=2.01
[611 | 1133.96] loss=1.88 avg=2.01
[612 | 1135.59] loss=1.59 avg=2.01
[613 | 1137.20] loss=1.74 avg=2.01
[614 | 1138.82] loss=2.07 avg=2.01
[615 | 1140.44] loss=2.16 avg=2.01
[616 | 1142.06] loss=2.03 avg=2.01
[617 | 1143.67] loss=1.97 avg=2.01
[618 | 1145.29] loss=1.83 avg=2.01
[619 | 1146.90] loss=3.12 avg=2.02
[620 | 1148.52] loss=2.37 avg=2.02
[621 | 1150.14] loss=2.08 avg=2.02
[622 | 1151.76] loss=2.14 avg=2.02
[623 | 1153.38] loss=1.81 avg=2.02
[624 | 1155.00] loss=1.84 avg=2.02
[625 | 1156.62] loss=2.02 avg=2.02
[626 | 1158.24] loss=1.98 avg=2.02
[627 | 1159.86] loss=2.70 avg=2.03
[628 | 1161.47] loss=2.32 avg=2.03
[629 | 1163.08] loss=1.80 avg=2.03
[630 | 1164.70] loss=1.61 avg=2.02
[631 | 1166.32] loss=2.10 avg=2.02
[632 | 1167.93] loss=1.86 avg=2.02
[633 | 1169.55] loss=2.11 avg=2.02
[634 | 1171.16] loss=2.06 avg=2.02
[635 | 1172.79] loss=1.74 avg=2.02
[636 | 1174.42] loss=2.10 avg=2.02
[637 | 1176.04] loss=1.71 avg=2.02
[638 | 1177.65] loss=1.98 avg=2.02
[639 | 1179.28] loss=2.05 avg=2.02
[640 | 1180.90] loss=1.78 avg=2.01
[641 | 1182.52] loss=1.73 avg=2.01
[642 | 1184.14] loss=2.02 avg=2.01
[643 | 1185.77] loss=2.74 avg=2.02
[644 | 1187.39] loss=2.15 avg=2.02
[645 | 1189.01] loss=1.84 avg=2.02
[646 | 1190.63] loss=2.09 avg=2.02
[647 | 1192.26] loss=1.65 avg=2.02
[648 | 1193.87] loss=2.46 avg=2.02
[649 | 1195.50] loss=1.73 avg=2.02
[650 | 1197.12] loss=2.19 avg=2.02
[651 | 1198.74] loss=1.83 avg=2.02
[652 | 1200.36] loss=1.54 avg=2.01
[653 | 1201.99] loss=2.05 avg=2.01
