2019-06-10 13:13:28.582935: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 2300000000 Hz
2019-06-10 13:13:28.583182: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x2a04680 executing computations on platform Host. Devices:
2019-06-10 13:13:28.583216: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
2019-06-10 13:13:28.752302: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:998] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2019-06-10 13:13:28.752786: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x2a03fa0 executing computations on platform CUDA. Devices:
2019-06-10 13:13:28.752816: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): Tesla T4, Compute Capability 7.5
2019-06-10 13:13:28.753137: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1433] Found device 0 with properties: 
name: Tesla T4 major: 7 minor: 5 memoryClockRate(GHz): 1.59
pciBusID: 0000:00:04.0
totalMemory: 14.73GiB freeMemory: 14.60GiB
2019-06-10 13:13:28.753175: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1512] Adding visible gpu devices: 0
2019-06-10 13:13:29.193916: I tensorflow/core/common_runtime/gpu/gpu_device.cc:984] Device interconnect StreamExecutor with strength 1 edge matrix:
2019-06-10 13:13:29.193982: I tensorflow/core/common_runtime/gpu/gpu_device.cc:990]      0 
2019-06-10 13:13:29.193995: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1003] 0:   N 
2019-06-10 13:13:29.194273: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 14115 MB memory) -> physical GPU (device: 0, name: Tesla T4, pci bus id: 0000:00:04.0, compute capability: 7.5)
WARNING:tensorflow:From /usr/local/lib/python3.6/dist-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:tensorflow:From /content/gpt-2/src/sample.py:65: to_float (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /content/gpt-2/src/sample.py:70: multinomial (from tensorflow.python.ops.random_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.random.categorical instead.
WARNING:tensorflow:From /usr/local/lib/python3.6/dist-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /usr/local/lib/python3.6/dist-packages/tensorflow/python/ops/math_grad.py:102: div (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Deprecated in favor of operator or tf.math.divide.
Loading checkpoint models/345M/model.ckpt
WARNING:tensorflow:From /usr/local/lib/python3.6/dist-packages/tensorflow/python/training/saver.py:1266: checkpoint_exists (from tensorflow.python.training.checkpoint_management) is deprecated and will be removed in a future version.
Instructions for updating:
Use standard file APIs to check for files with this prefix.
Loading dataset...
100% 1/1 [00:12<00:00, 12.30s/it]
dataset has 2451515 tokens
Training...
2019-06-10 13:14:26.402194: I tensorflow/stream_executor/dso_loader.cc:152] successfully opened CUDA library libcublas.so.10.0 locally
[1 | 8.74] loss=3.12 avg=3.12
[994 | 1847.21] loss=2.14 avg=2.30
[995 | 1848.85] loss=2.13 avg=2.30
[996 | 1850.48] loss=2.34 avg=2.30
[997 | 1852.12] loss=2.48 avg=2.30
[998 | 1853.75] loss=2.25 avg=2.30
[999 | 1855.38] loss=2.48 avg=2.30
Saving checkpoint/run1/model-1000
Generating samples...
======== SAMPLE 1 ========
|| | |

<|endoftext|>

Happiest days have
 been when you've got a full belly of
beer and a good mood
<|endoftext|>

I'm getting so tired
 I've been through so much I just
don't care anymore
<|endoftext|>

My mother is my
 best friend I love her so much
my whole life no matter
<|endoftext|>

I haven't been here
 in two days and I'm exhausted
It's about time to
<|endoftext|>

I'd never even
 know when I was sleeping but
I'm so tired
<|endoftext|>

When she said he
 has a nice ass smile she should
have known it was coming
<|endoftext|>

When someone tells you
 that you will always be
something better than them
<|endoftext|>

I have nothing worth
 me in my life and I'm more
than happy with this
<|endoftext|>

When people say no
 I say no to everything
And I want everything
<|endoftext|>

This isn't the first
 I get that there is a real
strong feeling right there
<|endoftext|>

I never knew I
 was so good at social
connections wow thank
<|endoftext|>

I was already
 excited about this game
I hope it turns out
<|endoftext|>

Someone said to me
 that the weather was better
when you're sleeping in
<|endoftext|>

I want a baby
 I want a baby I want
some milk on me
<|endoftext|>

I haven't been at
 my full potential and I
really have let down
<|endoftext|>

If anyone wants
 advice please don't reply just
ask away I'll say
<|endoftext|>

My husband still doesn't
 call when we're apart I just
wish he wouldn't talk
<|endoftext|>

Just got back from a
 two day trip overseas so
that should be a success
<|endoftext|>

i think i might
 be a bad person but fuck
why do i do shit
<|endoftext|>

Anyone remember
 the first song of A Moon
In the Sum of Everything
<|endoftext|>

i just finished a
 full day of work and my body
naps don't feel right
<|endoftext|>

I can't believe I'm
 a parent and not a teacher
But I'm a teacher
<|endoftext|>

I wonder where the
 children will sleep tonight so
many are up late
<|endoftext|>

I can't believe she's
 actually doing all her
thing to be a celebrity
<|endoftext|>

I need a baby
 I don't want any but I'm
in the process of it
<|endoftext|>

I would go back
 to my old ways if that wasn't
a lie I've been warned
<|endoftext|>

Not long after that
 picture where she's being attacked
the girls are being attacked
<|endoftext|>

my brother and i
 went back for a second date
what's the difference
<|endoftext|>

It's amazing the
 patience we have when we come
for such things and we fail
<|endoftext|>

if i would've known
 how to tell her i would've stopped
her to be here more
<|endoftext|>

I hate thinking how
 this is happening for you guys
and that sucks too bad
<|endoftext|>

I've heard you're from
 a little blue suburb now
Gabe you must not be
<|endoftext|>

Ain't no place like
 heaven to be with love and peace
And don't be afraid
<|endoftext|>

This morning I just
 heard it was Christmas morning and
it just killed me
<|endoftext|>

People who listen
 get sick to their stomachs
I hate that shit lol
<|endoftext|>

i just want to sleep
 I need to sleep so much
it's so depressing
<|endoftext|>

Never ever give
 up don't let the demons get you
worse than them lol
<|endoftext|

[1000 | 1889.72] loss=2.19 avg=2.30
[1001 | 1891.43] loss=2.31 avg=2.30
[1002 | 1893.15] loss=2.33 avg=2.30
[1003 | 1894.87] loss=2.31 avg=2.30
[1004 | 1896.57] loss=2.33 avg=2.30
[1005 | 1898.25] loss=2.42 avg=2.30
[1006 | 1899.94] loss=2.19 avg=2.30
[1007 | 1901.61] loss=2.73 avg=2.31
[1008 | 1903.28] loss=2.37 avg=2.31
[1009 | 1904.94] loss=2.28 avg=2.31
[1010 | 1906.60] loss=2.22 avg=2.30
[1011 | 1908.25] loss=2.28 avg=2.30
[1012 | 1909.90] loss=2.41 avg=2.31
[1013 | 1911.55] loss=2.13 avg=2.30
[1014 | 1913.20] loss=2.42 avg=2.30
[1015 | 1914.84] loss=2.19 avg=2.30
[1016 | 1916.48] loss=2.27 avg=2.30
[1017 | 1918.11] loss=2.22 avg=2.30
[1018 | 1919.75] loss=2.15 avg=2.30
[1019 | 1921.38] loss=2.23 avg=2.30
[1020 | 1923.01] loss=2.33 avg=2.30
[1021 | 1924.64] loss=2.41 avg=2.30
[1022 | 1926.26] loss=2.23 avg=2.30
[1023 | 1927.89] loss=2.33 avg=2.30
[1024 | 1929.51] loss=2.38 avg=2.30
[1025 | 1931.13] loss=2.03 avg=2.30
[1026 | 1932.75] loss=2.66 avg=2.30
[1027 | 1934.37] loss=2.31 avg=2.30
[1028 | 1935.99] loss=2.24 avg=2.30
[1029 | 1937.60] loss=2.23 avg=2.30
[1030 | 1939.22] loss=2.28 avg=2.30
[1031 | 1940.84] loss=2.43 avg=2.30
[1032 | 1942.46] loss=2.17 avg=2.30
[1033 | 1944.08] loss=2.31 avg=2.30
[1034 | 1945.70] loss=2.18 avg=2.30
[1035 | 1947.32] loss=2.46 avg=2.30
[1036 | 1948.95] loss=2.32 avg=2.30
[1037 | 1950.57] loss=2.32 avg=2.30
[1038 | 1952.19] loss=2.22 avg=2.30
[1039 | 1953.82] loss=2.41 avg=2.30
[1040 | 1955.45] loss=2.27 avg=2.30
[1041 | 1957.08] loss=2.34 avg=2.30
[1042 | 1958.71] loss=2.52 avg=2.30
[1043 | 1960.35] loss=2.37 avg=2.31
[1044 | 1961.98] loss=2.27 avg=2.31
[1045 | 1963.61] loss=2.30 avg=2.31
[1046 | 1965.25] loss=2.28 avg=2.30
[1047 | 1966.89] loss=2.25 avg=2.30
[1048 | 1968.53] loss=2.30 avg=2.30
[1049 | 1970.17] loss=2.22 avg=2.30
[1050 | 1971.82] loss=2.44 avg=2.30
[1051 | 1973.47] loss=2.39 avg=2.31
[1052 | 1975.12] loss=2.31 avg=2.31
[1053 | 1976.76] loss=2.19 avg=2.30
[1054 | 1978.42] loss=2.00 avg=2.30
[1055 | 1980.06] loss=2.11 avg=2.30
[1056 | 1981.71] loss=2.41 avg=2.30
[1057 | 1983.36] loss=2.21 avg=2.30
[1058 | 1985.01] loss=2.28 avg=2.30
[1059 | 1986.65] loss=2.30 avg=2.30
[1060 | 1988.30] loss=2.43 avg=2.30
[1061 | 1989.95] loss=2.29 avg=2.30
[1062 | 1991.60] loss=2.42 avg=2.30
[1063 | 1993.24] loss=2.28 avg=2.30
[1064 | 1994.88] loss=2.37 avg=2.30
[1065 | 1996.52] loss=2.23 avg=2.30
[1066 | 1998.16] loss=2.25 avg=2.30
[1067 | 1999.81] loss=2.44 avg=2.30
[1068 | 2001.45] loss=2.23 avg=2.30
[1069 | 2003.09] loss=2.20 avg=2.30
[1070 | 2004.73] loss=2.27 avg=2.30
[1071 | 2006.36] loss=2.23 avg=2.30
[1072 | 2008.01] loss=2.28 avg=2.30
[1073 | 2009.64] loss=2.31 avg=2.30
[1074 | 2011.28] loss=2.29 avg=2.30
[1075 | 2012.92] loss=2.41 avg=2.30
[1076 | 2014.55] loss=2.38 avg=2.30
[1077 | 2016.19] loss=2.58 avg=2.30
[1078 | 2017.83] loss=2.29 avg=2.30
[1079 | 2019.46] loss=2.13 avg=2.30
[1080 | 2021.10] loss=2.27 avg=2.30
[1081 | 2022.74] loss=2.26 avg=2.30
[1082 | 2024.37] loss=2.25 avg=2.30
[1083 | 2026.00] loss=2.21 avg=2.30
[1084 | 2027.63] loss=2.26 avg=2.30
[1085 | 2029.27] loss=2.39 avg=2.30
[1086 | 2030.90] loss=2.31 avg=2.30
[1087 | 2032.54] loss=2.09 avg=2.30
[1088 | 2034.17] loss=2.34 avg=2.30
[1089 | 2035.81] loss=2.36 avg=2.30
[1090 | 2037.44] loss=2.27 avg=2.30
[1091 | 2039.07] loss=2.35 avg=2.30
[1092 | 2040.71] loss=2.28 avg=2.30
[1093 | 2042.34] loss=2.27 avg=2.30
[1094 | 2043.98] loss=2.19 avg=2.30
[1095 | 2045.62] loss=2.31 avg=2.30
[1096 | 2047.26] loss=2.21 avg=2.30
[1097 | 2048.90] loss=2.33 avg=2.30
[1098 | 2050.54] loss=2.31 avg=2.30
[1099 | 2052.18] loss=2.53 avg=2.30
Generating samples...
======== SAMPLE 1 ========
<endoftext>>

I'm so tired of
 my friends being friends with me
but I wanna be friends
<endoftext>>

How do I get someone
 to stay with me for the
season who's a big
<endoftext>>

Haven't seen the movie
 but a great story about
a guy and a bird
<endoftext>>

I wonder about my
 future job I can't see
how much longer I
<endoftext>>

There's plenty of people
 who would like to have you but
couldn't bring yourself
<endoftext>>

i need my lmao friends
 back and then i can go
to bed again
<endoftext>>

Halloween is just
 the last one they've made on it's
last week I think
<endoftext>>

The first time I went
 to a movie I was a
waste of my life
<endoftext>>

i want someone who is
 like a friend I don't want
someone who would fuck me
<endoftext>>

Gotta be prepared
 for the last time in high school
and it should've been fun
<endoftext>>

A little bitter maybe
 because I didn't watch this show
It's a long one though
<endoftext>>

I like to think I
 have enough food to last me
through the day Thanks
<endoftext>>

What's your favorite movie
 of all time Is it Batman
or a movie called
<endoftext>>

i'm so excited to
 get a new computer my
mom will be so proud
<endoftext>>

i just wanna be
 over someone who has my
heart and my soul
<endoftext>>

I'm not even gonna
 do what everyone says
I'm just gonna do
<endoftext>>

My dad is a total
 ass and he should be in jail
he got the balls tho
<endoftext>>

if you can't find something
 to love then maybe it's over
for you love you but
<endoftext>>

What does it even
 matter if we have the biggest
trend of the year if
<endoftext>>

the more people who
 tell you what to do the more
it will do to you
<endoftext>>

I have a hard time
 believing there's such as a
fictional character
<endoftext>>

My cousin said i'm
 a big boy and i really
can't make it up
<endoftext>>

When do you think the
 Democrats will stop pretending
to be the party
<endoftext>>

I can't believe you're still
 the only person who
thought I was cute lol
<endoftext>>

I just realized
 I haven't posted more than
once in this past week
<endoftext>>

If you ever meet
 someone to whom you say hello
you will be so happy
<endoftext>>

I was gonna ask
 you this once but I think
you've been drinking
<endoftext>>

I never thought I'd see
 you again I'm so grateful
for each day I'm
<endoftext>>

I don't even know
 if this is a good idea
I can hardly feel
<endoftext>>

That's my problem I've
 lost the last thing I've done
it's to my liking
<endoftext>>

it seems I'm the only
 one of a bunch who thinks
it'd be funny
<endoftext>>

I'm so happy to
 be able to watch the new
seasons of Castle
<endoftext>>

I need someone to
 be a mother for me
I won't even
<endoftext>>

I'm so confused with
 who's gonna get the dog
so they can get to
<endoftext>>

I just realized
 I didn't get a haircut till
this morning no one's
<endoftext>>

I hate not knowing
 what's going on i keep
myself and others
<endoftext>>

I was going to
 go for a quick drive but
instead I'm staying
<endoftext>>

I love having my
 hair dyed by a guy who
looks like a dude lol
<endoftext>>

I always watch this
 movie and it's just so beautiful
I wanna get it
<endoftext>>

I have a little
 crush on you It's like we're
all your best friends lol
<endof

[1100 | 2075.93] loss=2.22 avg=2.30
[1101 | 2077.56] loss=2.51 avg=2.30
[1102 | 2079.20] loss=2.24 avg=2.30
[1103 | 2080.84] loss=2.20 avg=2.30
[1104 | 2082.48] loss=2.26 avg=2.30
[1105 | 2084.11] loss=2.16 avg=2.30
[1106 | 2085.75] loss=2.34 avg=2.30
[1107 | 2087.38] loss=2.22 avg=2.30
[1108 | 2089.01] loss=2.45 avg=2.30
[1109 | 2090.64] loss=2.26 avg=2.30
[1110 | 2092.27] loss=2.26 avg=2.30
[1111 | 2093.90] loss=2.19 avg=2.30
[1112 | 2095.54] loss=2.41 avg=2.30
[1113 | 2097.16] loss=2.39 avg=2.30
[1114 | 2098.80] loss=2.50 avg=2.30
[1115 | 2100.43] loss=2.24 avg=2.30
[1116 | 2102.06] loss=2.24 avg=2.30
[1117 | 2103.70] loss=2.43 avg=2.30
[1118 | 2105.33] loss=2.32 avg=2.30
[1119 | 2106.96] loss=2.40 avg=2.30
[1120 | 2108.59] loss=2.23 avg=2.30
[1121 | 2110.23] loss=2.16 avg=2.30
[1122 | 2111.86] loss=2.26 avg=2.30
[1123 | 2113.50] loss=2.17 avg=2.30
[1124 | 2115.13] loss=2.44 avg=2.30
[1125 | 2116.76] loss=2.33 avg=2.30
[1126 | 2118.39] loss=2.26 avg=2.30
[1127 | 2120.03] loss=1.87 avg=2.30
[1128 | 2121.67] loss=2.41 avg=2.30
[1129 | 2123.29] loss=2.44 avg=2.30
[1130 | 2124.92] loss=2.35 avg=2.30
[1131 | 2126.56] loss=2.31 avg=2.30
[1132 | 2128.19] loss=2.17 avg=2.30
[1133 | 2129.83] loss=2.25 avg=2.30
[1134 | 2131.46] loss=2.38 avg=2.30
[1135 | 2133.09] loss=2.40 avg=2.30
[1136 | 2134.73] loss=2.28 avg=2.30
[1137 | 2136.36] loss=2.33 avg=2.30
[1138 | 2137.99] loss=2.29 avg=2.30
[1139 | 2139.63] loss=2.19 avg=2.30
[1140 | 2141.26] loss=2.35 avg=2.30
[1141 | 2142.90] loss=2.35 avg=2.30
[1142 | 2144.53] loss=2.34 avg=2.30
[1143 | 2146.17] loss=2.26 avg=2.30
[1144 | 2147.81] loss=2.17 avg=2.30
[1145 | 2149.44] loss=2.17 avg=2.30
[1146 | 2151.08] loss=2.20 avg=2.30
[1147 | 2152.72] loss=2.34 avg=2.30
[1148 | 2154.36] loss=2.45 avg=2.30
[1149 | 2155.99] loss=2.29 avg=2.30
[1150 | 2157.63] loss=2.28 avg=2.30
[1151 | 2159.27] loss=2.32 avg=2.30
[1152 | 2160.90] loss=2.25 avg=2.30
[1153 | 2162.54] loss=1.92 avg=2.29
[1154 | 2164.17] loss=2.32 avg=2.29
[1155 | 2165.81] loss=2.11 avg=2.29
[1156 | 2167.45] loss=2.30 avg=2.29
[1157 | 2169.09] loss=2.11 avg=2.29
[1158 | 2170.73] loss=2.16 avg=2.29
[1159 | 2172.37] loss=2.39 avg=2.29
[1160 | 2174.00] loss=2.42 avg=2.29
[1161 | 2175.64] loss=2.32 avg=2.29
[1162 | 2177.28] loss=2.44 avg=2.29
[1163 | 2178.92] loss=2.23 avg=2.29
[1164 | 2180.56] loss=2.11 avg=2.29
[1165 | 2182.20] loss=2.26 avg=2.29
[1166 | 2183.83] loss=2.21 avg=2.29
[1167 | 2185.47] loss=2.24 avg=2.29
[1168 | 2187.11] loss=2.36 avg=2.29
[1169 | 2188.75] loss=2.47 avg=2.29
[1170 | 2190.39] loss=2.36 avg=2.29
[1171 | 2192.03] loss=2.30 avg=2.29
[1172 | 2193.66] loss=2.22 avg=2.29
[1173 | 2195.31] loss=2.32 avg=2.29
[1174 | 2196.95] loss=2.31 avg=2.29
[1175 | 2198.59] loss=2.37 avg=2.29
[1176 | 2200.23] loss=2.51 avg=2.29
[1177 | 2201.86] loss=2.26 avg=2.29
[1178 | 2203.51] loss=2.28 avg=2.29
[1179 | 2205.15] loss=2.31 avg=2.29
[1180 | 2206.78] loss=2.27 avg=2.29
[1181 | 2208.42] loss=2.36 avg=2.30
[1182 | 2210.06] loss=2.23 avg=2.29
[1183 | 2211.70] loss=2.36 avg=2.30
[1184 | 2213.34] loss=2.29 avg=2.30
[1185 | 2214.98] loss=2.30 avg=2.30
[1186 | 2216.62] loss=2.17 avg=2.29
[1187 | 2218.26] loss=2.29 avg=2.29
[1188 | 2219.90] loss=2.25 avg=2.29
[1189 | 2221.54] loss=2.16 avg=2.29
[1190 | 2223.17] loss=2.23 avg=2.29
[1191 | 2224.81] loss=2.24 avg=2.29
[1192 | 2226.45] loss=2.12 avg=2.29
[1193 | 2228.09] loss=2.32 avg=2.29
[1194 | 2229.73] loss=2.33 avg=2.29
[1195 | 2231.37] loss=2.10 avg=2.29
[1196 | 2233.00] loss=2.32 avg=2.29
[1197 | 2234.64] loss=2.11 avg=2.29
[1198 | 2236.28] loss=2.22 avg=2.29
[1199 | 2237.92] loss=2.25 avg=2.29
Generating samples...
======== SAMPLE 1 ========
 then
<|endoftext|>

If he is so
 happy then why do his hair
do that look so good
<|endoftext|>

So I'm listening to
 a stream and just realized
I can hear the words
<|endoftext|>

The first day back is
 so good that I could do without
the snow today
<|endoftext|>

Y'all just gonna play
 the wait game for me and give
nothing for everything
<|endoftext|>

Good for them to take
 their time while they're waiting for
a shot with me lol
<|endoftext|>

So many girls I
 look up to but I won't go
to school with u me
<|endoftext|>

How would a boy do
 his homework and then he gets
an appointment
<|endoftext|>

if someone were to
 come at me with a knife
I would just swat them
<|endoftext|>

People come in and
 do whatever the hell
they want just because
<|endoftext|>

I'm really enjoying
 this trip out with my family
because I do not
<|endoftext|>

I haven't been home
 in over two months and I
wanna stay awake
<|endoftext|>

No matter what I
 do my heart's gonna be where
me for a long time
<|endoftext|>

I need to be outside
 all day like in a sunflower
so I can do this
<|endoftext|>

When you're older
 so old you can't even remember
what ya do at night
<|endoftext|>

When I'm outta breath
 I just want to sit there
and cry so badly
<|endoftext|>

I hate to throw the
 weight out my way but don't know
who should give it up
<|endoftext|>

I think my parents
 both really tired of
me being angry
<|endoftext|>

I'm gonna be so
 tired and sleepy I'll get
up and run to the gym
<|endoftext|>

A lot of people
 do things for attention
but that's not me
<|endoftext|>

The music's the only
 thing that drives me right now
Why does it matter
<|endoftext|>

i think i'm the
 only one that thinks i look
like the girl in the
<|endoftext|>

I hate having to
 talk about myself when
I'm not looking at
<|endoftext|>

i will never let
 people hurt me again like
i will for the rest
<|endoftext|>

you still thinking about
 this shit cause its been a long
week day lol fuck
<|endoftext|>

the only thing that
 is keeping me awake at
night is the sound
<|endoftext|>

You ever think that
 someone you're close to will
always make you feel
<|endoftext|>

Soooo glad to see that
 the rain has not let up on me
this far lol how many
<|endoftext|>

I just wanna go
 out and get me a ride home
and leave my mom at home
<|endoftext|>

I'd buy a house if
 for real I can't live without
the weather or my
<|endoftext|>

I hate people who
 think a person with a
big heart is mean or a
<|endoftext|>

I'm tired of the
 same shit all the time I'm tired
of living in shits
<|endoftext|>

What do the hell do
 people think it's cool to
put their lips in someone
<|endoftext|>

So does the government
 know when they are supposed to
say it is a day
<|endoftext|>

I'm looking forward
 to eating a good meal today
I want to do that
<|endoftext|>

I'm having issues
 with my social media
Twitter that hurts too Much
<|endoftext|>

Not having to worry
 about my appearance this
week leading up to it
<|endoftext|>

I really only
 want to do something when it's
in the best interest
<|endoftext|>

Sitting inside like
 this is making me

[1200 | 2261.27] loss=2.48 avg=2.29
[1201 | 2262.90] loss=2.23 avg=2.29
[1202 | 2264.54] loss=2.19 avg=2.29
[1203 | 2266.17] loss=2.33 avg=2.29
[1204 | 2267.80] loss=2.15 avg=2.29
[1205 | 2269.44] loss=2.30 avg=2.29
[1206 | 2271.08] loss=2.34 avg=2.29
[1207 | 2272.71] loss=2.33 avg=2.29
[1208 | 2274.34] loss=2.25 avg=2.29
[1209 | 2275.98] loss=2.32 avg=2.29
[1210 | 2277.61] loss=2.66 avg=2.29
[1211 | 2279.24] loss=2.44 avg=2.29
[1212 | 2280.88] loss=2.27 avg=2.29
[1213 | 2282.51] loss=2.27 avg=2.29
[1214 | 2284.14] loss=2.35 avg=2.29
[1215 | 2285.78] loss=2.40 avg=2.29
[1216 | 2287.41] loss=2.32 avg=2.29
[1217 | 2289.04] loss=2.40 avg=2.29
[1218 | 2290.67] loss=2.20 avg=2.29
[1219 | 2292.30] loss=2.23 avg=2.29
[1220 | 2293.93] loss=2.42 avg=2.29
[1221 | 2295.56] loss=2.46 avg=2.30
[1222 | 2297.20] loss=2.47 avg=2.30
[1223 | 2298.83] loss=2.22 avg=2.30
[1224 | 2300.46] loss=2.20 avg=2.30
[1225 | 2302.10] loss=2.37 avg=2.30
[1226 | 2303.73] loss=2.22 avg=2.30
[1227 | 2305.36] loss=2.30 avg=2.30
[1228 | 2306.99] loss=2.27 avg=2.30
[1229 | 2308.62] loss=2.40 avg=2.30
[1230 | 2310.26] loss=2.45 avg=2.30
[1231 | 2311.89] loss=2.15 avg=2.30
[1232 | 2313.52] loss=2.20 avg=2.30
[1233 | 2315.16] loss=2.30 avg=2.30
[1234 | 2316.80] loss=2.38 avg=2.30
[1235 | 2318.43] loss=2.08 avg=2.29
[1236 | 2320.07] loss=2.21 avg=2.29
[1237 | 2321.71] loss=2.35 avg=2.29
[1238 | 2323.34] loss=2.43 avg=2.30
[1239 | 2324.97] loss=2.40 avg=2.30
[1240 | 2326.60] loss=2.34 avg=2.30
[1241 | 2328.24] loss=2.23 avg=2.30
[1242 | 2329.88] loss=2.28 avg=2.30
[1243 | 2331.51] loss=2.34 avg=2.30
[1244 | 2333.15] loss=2.17 avg=2.30
[1245 | 2334.78] loss=2.26 avg=2.29
[1246 | 2336.42] loss=2.14 avg=2.29
[1247 | 2338.05] loss=2.32 avg=2.29
[1248 | 2339.69] loss=2.23 avg=2.29
[1249 | 2341.33] loss=2.33 avg=2.29
[1250 | 2342.97] loss=2.41 avg=2.29
[1251 | 2344.60] loss=2.44 avg=2.30
[1252 | 2346.23] loss=2.25 avg=2.30
[1253 | 2347.87] loss=2.10 avg=2.29
[1254 | 2349.51] loss=2.35 avg=2.29
[1255 | 2351.14] loss=2.24 avg=2.29
[1256 | 2352.78] loss=2.17 avg=2.29
[1257 | 2354.42] loss=2.36 avg=2.29
[1258 | 2356.06] loss=2.27 avg=2.29
[1259 | 2357.69] loss=2.15 avg=2.29
[1260 | 2359.33] loss=2.27 avg=2.29
[1261 | 2360.97] loss=2.66 avg=2.29
[1262 | 2362.61] loss=2.32 avg=2.29
[1263 | 2364.24] loss=2.46 avg=2.30
[1264 | 2365.88] loss=2.25 avg=2.30
[1265 | 2367.51] loss=2.27 avg=2.30
[1266 | 2369.15] loss=2.34 avg=2.30
[1267 | 2370.78] loss=2.30 avg=2.30
[1268 | 2372.42] loss=2.38 avg=2.30
[1269 | 2374.06] loss=2.25 avg=2.30
[1270 | 2375.70] loss=2.46 avg=2.30
[1271 | 2377.34] loss=2.36 avg=2.30
[1272 | 2378.98] loss=2.15 avg=2.30
[1273 | 2380.62] loss=2.16 avg=2.30
[1274 | 2382.25] loss=2.36 avg=2.30
[1275 | 2383.89] loss=2.16 avg=2.30
[1276 | 2385.52] loss=2.25 avg=2.29
[1277 | 2387.16] loss=2.38 avg=2.30
[1278 | 2388.81] loss=2.20 avg=2.29
[1279 | 2390.45] loss=2.32 avg=2.30
[1280 | 2392.09] loss=2.41 avg=2.30
[1281 | 2393.72] loss=2.14 avg=2.29
[1282 | 2395.36] loss=2.49 avg=2.30
[1283 | 2397.00] loss=2.33 avg=2.30
[1284 | 2398.64] loss=2.11 avg=2.30
[1285 | 2400.28] loss=2.27 avg=2.29
[1286 | 2401.92] loss=2.27 avg=2.29
[1287 | 2403.56] loss=2.37 avg=2.30
[1288 | 2405.19] loss=2.40 avg=2.30
[1289 | 2406.83] loss=2.16 avg=2.29
[1290 | 2408.47] loss=2.31 avg=2.30
[1291 | 2410.11] loss=2.36 avg=2.30
[1292 | 2411.75] loss=2.28 avg=2.30
[1293 | 2413.39] loss=2.26 avg=2.30
[1294 | 2415.03] loss=2.25 avg=2.29
[1295 | 2416.67] loss=2.21 avg=2.29
[1296 | 2418.31] loss=2.44 avg=2.30
[1297 | 2419.95] loss=2.46 avg=2.30
[1298 | 2421.59] loss=2.12 avg=2.29
[1299 | 2423.23] loss=2.21 avg=2.29
Generating samples...
======== SAMPLE 1 ========
 the
people are the same
<|endoftext|>

if i wanna talk
 to you im gonna talk to
you i wanna know
<|endoftext|>

People who want to
 die don't give a shit about
their pasts Why they don't
<|endoftext|>

If you're from a country
 that don't have the S flag then
you don't belong here
<|endoftext|>

Curious why this
 shit is popping but the
same people keep coming
<|endoftext|>

So far the only
 things I've noticed are the people
in the store and the man
<|endoftext|>

This is what happens
 when you forget a thing you
thought was important
<|endoftext|>

If the sky is blue
 and not purple then I'm blue
and not purple lol
<|endoftext|>

I'm so tired of
 the stupid shit I get
in my phone It's awful
<|endoftext|>

Selling myself as
 beautiful is not the truth
and I'm not your girl
<|endoftext|>

This time yesterday
 I didn't really look at
any photos but this
<|endoftext|>

I know I'm not you
 that you know the way I feel
But I know you're not me
<|endoftext|>

It's not hard to
 not think but I can never
be the person I'd like
<|endoftext|>

The feeling of someone
 getting on your nerves can burn
on you forever
<|endoftext|>

I only got a
 single ear that I got from
hospice i can't be
<|endoftext|>

I'm having nightmares
 about my friends that I love
so much but never
<|endoftext|>

Why people are so
 quick to judge me because I'm
good but not perfect
<|endoftext|>

My body won't work
 the hard way I'm gonna be
grateful for my life
<|endoftext|>

I always hear people
 saying they don't like you and
I always think im
<|endoftext|>

I always have to
 listen to the radio while
